	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
inflation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005357795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imports	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051459745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forecasts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004890496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
consumer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048648356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046838787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
market	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004569377	0.011794867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
percentage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004526814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
total	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043994514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043931776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029840644	0.0	0.0
drop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043781064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
due	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043660724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
external	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042238995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
shoppers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004172542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
period	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041493475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
employment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004087967	0.0025791803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
quarterly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040776217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retailers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040448736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
private	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038601302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
continue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038079787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041653994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
survey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031388916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012823965	0.0	0.0
respondents	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011973181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01799211	0.0	0.0
percent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011445002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
property	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009940622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
housing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008723187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
residential	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007744617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
confidence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00755137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
interest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070151812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prices	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059883464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conditions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058931084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
income	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048455433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
construction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004256407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029304468	0.0
conducted	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004141491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054081376	0.0	0.0
price	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039534513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
good	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037923648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
next	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003675535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034748807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
job	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003452599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
recent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003442448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
planning	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032909187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
positive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003265674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
land	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003001377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
residents	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027523576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002947606	0.0	0.0
expectations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00270039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
future	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026010084	0.004207098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
released	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025209745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conference	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006749028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lecture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066978834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
issues	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062056086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sustainable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005023592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
share	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044244328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
environment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043978794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
change	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004316582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
experts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042518973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
green	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039493623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
speakers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003686404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
climate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003684664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scholars	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036085225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
challenges	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032738876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
urban	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031165848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027506158	0.0
views	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003104731	0.0	0.0	0.0	0.0	0.0	0.0	0.0028046085	0.0	0.0
countries	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030575236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sustainability	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030358152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029959916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
technology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020087423	0.0	0.0	0.0045402246	0.0	0.0	0.0	0.0030599926	0.0
engineering	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01046772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
technologies	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076293414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063811904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
innovative	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042767636	0.0	0.0	0.0	0.0	0.0	0.0	0.0021720196	0.0
products	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040339925	0.0	0.0	0.002574095	0.0	0.0	0.0	0.0	0.0
software	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040266835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
science	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038190247	0.0	0.0037048326	0.0	0.0	0.003925757	0.0	0.0	0.0
network	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037256696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
application	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003694557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
advanced	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036237962	0.0	0.0	0.0	0.0036537035	0.0	0.0	0.0	0.0
applied	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036061518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
platform	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003546707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
monitoring	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034148684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
optical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003370722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003219068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sensing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031141813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enhance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003086686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
funding	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030797555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
computing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030703133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
innovation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029257745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
design	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028999385	0.0	0.0	0.0040084478	0.0	0.0	0.0	0.020702388	0.0
develop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002729356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
using	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002671876	0.0	0.0	0.0	0.0	0.0	0.0	0.0038243444	0.0045366567
cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013488712	0.0	0.0	0.0	0.0	0.0	0.0	0.0
virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010931707	0.0	0.0	0.0	0.0	0.0	0.0	0.0
influenza	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010772882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genetic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008533454	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cell	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065603894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
infection	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055454243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
viruses	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053731413	0.0	0.0	0.0	0.0	0.0	0.0	0.0
published	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052708983	0.004181313	0.0	0.0	0.0	0.0	0.0	0.0
findings	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004956657	0.0	0.0	0.0	0.0	0.006623296	0.0	0.0
genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004740048	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046041296	0.0	0.0	0.0	0.0	0.0	0.0	0.0
protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045680297	0.0	0.0	0.0	0.0	0.0	0.0	0.0
novel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045146267	0.0	0.0022158092	0.0028671664	0.0	0.0	0.0	0.0
molecular	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040290467	0.0	0.0	0.0	0.0	0.0	0.0	0.0
journal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036803335	0.0	0.0	0.0	0.0	0.0	0.0	0.0
biology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003625862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
respiratory	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034030518	0.0	0.0	0.0	0.0	0.0	0.0	0.0
infections	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033878149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
led	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031156691	0.0	0.0	0.0	0.0	0.0	0.00211458	0.0
genome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030875336	0.0	0.0	0.0	0.0	0.0	0.0	0.0
work	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030237436	0.005632453	0.0	0.0	0.0	0.0034281083	0.0	0.0
viral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030129673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scientific	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292577	0.0034949614	0.0	0.0	0.0	0.0	0.0	0.0
potential	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028740265	0.0	0.0	0.0	0.0	0.0	0.0	0.0
found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028629098	0.0	0.0	0.0	0.0	0.0031764684	0.0	0.0
transmission	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028133723	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leading	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028078791	0.0029250516	0.0	0.0	0.0	0.0	0.0	0.0
animal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026881434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vaccine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026805082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
infectious	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026477668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mechanisms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026166164	0.0	0.0	0.0	0.0	0.0	0.0	0.0
coronavirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025963532	0.0	0.0	0.0	0.0	0.0	0.0	0.0
proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025934265	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pandemic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025341185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contributions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012611018	0.0	0.0	0.0	0.0	0.0	0.0
award	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008743475	0.0	0.0	0.0	0.0	0.0	0.0
recognition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008559269	0.0	0.0	0.0	0.0	0.0	0.0
member	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00837185	0.0	0.0	0.0	0.0	0.0	0.0
distinguished	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007495669	0.0	0.0	0.0	0.0	0.0	0.0
awarded	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073467344	0.0	0.0	0.0	0.0	0.0	0.0
many	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068424037	0.0	0.0	0.0	0.0	0.0	0.0
achievements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050039026	0.0	0.0	0.0	0.0	0.0	0.0
honorary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049272752	0.0	0.0	0.0	0.0	0.0	0.0
appointed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004640111	0.0	0.0	0.0	0.0	0.0	0.0
number	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041893353	0.0	0.0	0.0	0.0	0.0	0.0
field	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004104581	0.0	0.0	0.0	0.0	0.0	0.0
conferred	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040461635	0.0	0.0	0.0	0.0	0.0	0.0
served	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003963926	0.0	0.0	0.0	0.0	0.0	0.0
significant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039340258	0.0	0.0	0.0	0.0032449018	0.0	0.0
causa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003552963	0.0	0.0	0.0	0.0	0.0	0.0
elected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035206	0.0	0.0	0.0	0.0	0.0	0.0
honour	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034801005	0.0	0.0	0.0	0.0	0.0	0.0
degrees	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032879894	0.0	0.0	0.0	0.0	0.0	0.0
journals	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032814026	0.0	0.0	0.0	0.0	0.0	0.0
recipients	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032461183	0.0	0.0	0.0	0.0	0.0	0.0
honoured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032079592	0.0	0.0	0.0	0.0	0.0	0.0
appointment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031334802	0.0	0.0	0.0	0.0	0.0	0.0
papers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031311468	0.0	0.0	0.0	0.0	0.0	0.0
presented	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030874752	0.0	0.0	0.0	0.0	0.0	0.0
prestigious	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030664192	0.0	0.0	0.0	0.0	0.0	0.0
gambling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013373359	0.0	0.0	0.0	0.0	0.0
gamblers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008077006	0.0	0.0	0.0	0.0	0.0
marginal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005772707	0.0	0.0	0.0	0.0	0.0
pathological	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005563022	0.0	0.0	0.0	0.0	0.0
soybean	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043962123	0.0	0.0	0.0	0.0	0.0
bridge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042887684	0.0	0.0	0.0	0.0	0.0
u-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035364735	0.0	0.0	0.0	0.0	0.0
cotton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035351315	0.0	0.0	0.0	0.0	0.0
editing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035339147	0.0	0.0	0.0	0.0	0.0
youths	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032575405	0.0	0.0	0.0	0.0	0.0
resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030151326	0.0	0.0	0.0	0.0	0.0
sea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002900018	0.0	0.0	0.0	0.0	0.0
structure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028036525	0.0	0.0	0.0	0.0	0.0
